Zip_Code,County
13328,Oneida
13329,Herkimer
13331,Herkimer
13332,Chenango
13333,Otsego
13334,Madison
13335,Otsego
13337,Otsego
13338,Oneida
13339,Montgomery
13340,Herkimer
13341,Oneida
13342,Otsego
13343,Lewis
13345,Lewis
13346,Madison
13348,Otsego
13350,Herkimer
13352,Oneida
13353,Hamilton
13354,Oneida
13355,Madison
13357,Herkimer
13360,Hamilton
13361,Herkimer
13362,Oneida
13363,Oneida
13364,Madison
13365,Herkimer
13367,Lewis
13368,Lewis
13401,Oneida
13402,Madison
13403,Oneida
13404,Lewis
13406,Herkimer
13407,Herkimer
13408,Madison
13409,Madison
13410,Montgomery
13411,Chenango
13413,Oneida
13415,Otsego
13416,Herkimer
13417,Oneida
13418,Madison
13420,Herkimer
13421,Madison
13424,Oneida
13425,Oneida
13426,Oswego
13428,Montgomery
13431,Herkimer
13433,Lewis
13435,Oneida
13436,Hamilton
13437,Oswego
13438,Oneida
13439,Otsego
13440,Oneida
13441,Oneida
13442,Oneida
13449,Oneida
13450,Otsego
13452,Montgomery
13454,Herkimer
13455,Oneida
13456,Oneida
13457,Otsego
13459,Schoharie
13460,Chenango
13461,Oneida
13464,Chenango
13465,Madison
13468,Otsego
13469,Oneida
13470,Fulton
13471,Oneida
13472,Herkimer
13473,Lewis
13475,Herkimer
13476,Oneida
13477,Oneida
13478,Oneida
13479,Oneida
13480,Oneida
13482,Otsego
13483,Oneida
13484,Madison
13485,Madison
13486,Oneida
13488,Otsego
13489,Lewis
13490,Oneida
13491,Herkimer
13492,Oneida
13493,Oswego
13494,Oneida
13495,Oneida
13501,Oneida
13502,Oneida
13503,Oneida
13504,Oneida
13505,Oneida
13599,Oneida
13601,Jefferson
13602,Jefferson
13603,Jefferson
13605,Jefferson
13606,Jefferson
13607,Jefferson
13608,Jefferson
13611,Jefferson
13612,Jefferson
13613,Saint Lawrence
13614,Saint Lawrence
13615,Jefferson
13616,Jefferson
13617,Saint Lawrence
13618,Jefferson
13619,Jefferson
13620,Lewis
13621,Saint Lawrence
13622,Jefferson
13623,Saint Lawrence
13624,Jefferson
13625,Saint Lawrence
13626,Lewis
13627,Lewis
13628,Jefferson
13630,Saint Lawrence
13631,Lewis
13632,Jefferson
13633,Saint Lawrence
13634,Jefferson
13635,Saint Lawrence
13636,Jefferson
13637,Jefferson
13638,Jefferson
13639,Saint Lawrence
13640,Jefferson
13641,Jefferson
13642,Saint Lawrence
13643,Jefferson
13645,Saint Lawrence
13646,Saint Lawrence
13647,Saint Lawrence
13648,Lewis
13649,Saint Lawrence
13650,Jefferson
13651,Jefferson
13652,Saint Lawrence
13654,Saint Lawrence
13655,Franklin
13656,Jefferson
13657,Jefferson
13658,Saint Lawrence
13659,Jefferson
13660,Saint Lawrence
13661,Jefferson
13662,Saint Lawrence
13664,Saint Lawrence
13665,Jefferson
13666,Saint Lawrence
13667,Saint Lawrence
13668,Saint Lawrence
13669,Saint Lawrence
13670,Saint Lawrence
13671,Jefferson
13672,Saint Lawrence
13673,Jefferson
13674,Jefferson
13675,Jefferson
13676,Saint Lawrence
13677,Saint Lawrence
13678,Saint Lawrence
13679,Jefferson
13680,Saint Lawrence
13681,Saint Lawrence
13682,Jefferson
13683,Saint Lawrence
13684,Saint Lawrence
13685,Jefferson
13687,Saint Lawrence
13690,Saint Lawrence
13691,Jefferson
13692,Jefferson
13693,Jefferson
13694,Saint Lawrence
13695,Saint Lawrence
13696,Saint Lawrence
13697,Saint Lawrence
13699,Saint Lawrence
13730,Chenango
13731,Delaware
13732,Tioga
13733,Chenango
13734,Tioga
13736,Tioga
13737,Broome
13738,Cortland
13739,Delaware
13740,Delaware
13743,Tioga
13744,Broome
13745,Broome
13746,Broome
13747,Otsego
13748,Broome
13749,Broome
13750,Delaware
13751,Delaware
13752,Delaware
13753,Delaware
13754,Broome
13755,Delaware
13756,Delaware
13757,Delaware
13758,Chenango
13760,Broome
13761,Broome
13762,Broome
13763,Broome
13774,Delaware
13775,Delaware
13776,Otsego
13777,Broome
13778,Chenango
13780,Chenango
13782,Delaware
13783,Delaware
13784,Cortland
13786,Delaware
13787,Broome
13788,Delaware
13790,Broome
13794,Broome
13795,Broome
13796,Otsego
13797,Broome
13801,Chenango
13802,Broome
13803,Cortland
13804,Delaware
13806,Delaware
13807,Otsego
13808,Otsego
13809,Chenango
13810,Otsego
13811,Tioga
13812,Tioga
13813,Broome
13814,Chenango
13815,Chenango
13820,Otsego
13825,Otsego
13826,Broome
13827,Tioga
13830,Chenango
13832,Chenango
13833,Broome
13834,Otsego
13835,Tioga
13837,Delaware
13838,Delaware
13839,Delaware
13840,Tioga
13841,Chenango
13842,Delaware
13843,Chenango
13844,Chenango
13845,Tioga
13846,Delaware
13847,Delaware
13848,Broome
13849,Otsego
13850,Broome
13851,Broome
13856,Delaware
13859,Otsego
13860,Delaware
13861,Otsego
13862,Broome
13863,Cortland
13864,Tioga
13865,Broome
13901,Broome
13902,Broome
13903,Broome
13904,Broome
13905,Broome
14001,Erie
14004,Erie
14005,Genesee
14006,Erie
14008,Niagara
14009,Wyoming
14010,Erie
14011,Wyoming
14012,Niagara
14013,Genesee
14020,Genesee
14021,Genesee
14024,Wyoming
14025,Erie
14026,Erie
14027,Erie
14028,Niagara
14029,Allegany
14030,Erie
14031,Erie
14032,Erie
14033,Erie
14034,Erie
14035,Erie
14036,Genesee
14037,Wyoming
14038,Erie
14039,Wyoming
14040,Genesee
14041,Cattaraugus
14042,Cattaraugus
14043,Erie
14047,Erie
14048,Chautauqua
14051,Erie
14052,Erie
14054,Genesee
14055,Erie
14056,Genesee
14057,Erie
14058,Genesee
14059,Erie
14060,Cattaraugus
14061,Erie
14062,Chautauqua
14063,Chautauqua
14065,Cattaraugus
14066,Wyoming
14067,Niagara
14068,Erie
14069,Erie
14070,Cattaraugus
14072,Erie
14075,Erie
14080,Erie
14081,Chautauqua
14082,Wyoming
14083,Wyoming
14085,Erie
14086,Erie
14091,Erie
14092,Niagara
14094,Niagara
14095,Niagara
14098,Orleans
14101,Cattaraugus
14102,Erie
14103,Orleans
14105,Niagara
14107,Niagara
14108,Niagara
14109,Niagara
14110,Erie
14111,Erie
14112,Erie
14113,Wyoming
14120,Niagara
14125,Genesee
14126,Niagara
14127,Erie
14129,Cattaraugus
14130,Wyoming
14131,Niagara
14132,Niagara
14133,Cattaraugus
14134,Erie
14135,Chautauqua
14136,Chautauqua
14138,Cattaraugus
14139,Erie
14140,Erie
14141,Erie
14143,Genesee
14144,Niagara
14145,Wyoming
14150,Erie
14151,Erie
14166,Chautauqua
14167,Wyoming
14168,Cattaraugus
14169,Erie
14170,Erie
14171,Cattaraugus
14172,Niagara
14173,Cattaraugus
14174,Niagara
14201,Erie
14202,Erie
14203,Erie
14204,Erie
14205,Erie
14206,Erie
14207,Erie
14208,Erie
14209,Erie
14210,Erie
14211,Erie
14212,Erie
14213,Erie
14214,Erie
14215,Erie
14216,Erie
14217,Erie
14218,Erie
14219,Erie
14220,Erie
14221,Erie
14222,Erie
14223,Erie
14224,Erie
14225,Erie
14226,Erie
14227,Erie
14228,Erie
14231,Erie
14233,Erie
14240,Erie
14241,Erie
14260,Erie
14261,Erie
14263,Erie
14264,Erie
14265,Erie
14267,Erie
14269,Erie
14270,Erie
14272,Erie
14273,Erie
14276,Erie
14280,Erie
14301,Niagara
14302,Niagara
14303,Niagara
14304,Niagara
14305,Niagara
14410,Monroe
14411,Orleans
14413,Wayne
14414,Livingston
14415,Yates
14416,Genesee
14418,Yates
14420,Monroe
14422,Genesee
14423,Livingston
14424,Ontario
14425,Ontario
14427,Wyoming
14428,Monroe
14429,Orleans
14430,Monroe
14432,Ontario
14433,Wayne
14435,Livingston
14437,Livingston
14441,Yates
14443,Ontario
14445,Monroe
14449,Wayne
14450,Monroe
14452,Orleans
14453,Ontario
14454,Livingston
14456,Ontario
14461,Ontario
14462,Livingston
14463,Ontario
14464,Monroe
14466,Livingston
14467,Monroe
14468,Monroe
14469,Ontario
14470,Orleans
14471,Ontario
14472,Monroe
14475,Ontario
14476,Orleans
14477,Orleans
14478,Yates
14479,Orleans
14480,Livingston
14481,Livingston
14482,Genesee
14485,Livingston
14486,Genesee
14487,Livingston
14488,Livingston
14489,Wayne
14502,Wayne
14504,Ontario
14505,Wayne
14506,Monroe
14507,Yates
14508,Monroe
14510,Livingston
14511,Monroe
14512,Ontario
14513,Wayne
14514,Monroe
14515,Monroe
14516,Wayne
14517,Livingston
14518,Ontario
14519,Wayne
14520,Wayne
14521,Seneca
14522,Wayne
14525,Genesee
14526,Monroe
14527,Yates
14529,Steuben
14530,Wyoming
14532,Ontario
14533,Livingston
14534,Monroe
14536,Wyoming
14537,Ontario
14538,Wayne
14539,Livingston
14541,Seneca
14542,Wayne
14543,Monroe
14544,Yates
14545,Livingston
14546,Monroe
14547,Ontario
14548,Ontario
14549,Wyoming
14550,Wyoming
14551,Wayne
14555,Wayne
14556,Livingston
14557,Genesee
14558,Livingston
14559,Monroe
14560,Livingston
14561,Ontario
14563,Wayne
14564,Ontario
14568,Wayne
14569,Wyoming
14571,Orleans
14572,Steuben
14580,Monroe
14585,Ontario
14586,Monroe
14588,Seneca
14589,Wayne
14590,Wayne
14591,Wyoming
14592,Livingston
14602,Monroe
14603,Monroe
14604,Monroe
14605,Monroe
14606,Monroe
14607,Monroe
14608,Monroe
14609,Monroe
14610,Monroe
14611,Monroe
14612,Monroe
14613,Monroe
14614,Monroe
14615,Monroe
14616,Monroe
14617,Monroe
14618,Monroe
14619,Monroe
14620,Monroe
14621,Monroe
14622,Monroe
14623,Monroe
14624,Monroe
14625,Monroe
14626,Monroe
14627,Monroe
14638,Monroe
14639,Monroe
14642,Monroe
14643,Monroe
14644,Monroe
14645,Monroe
14646,Monroe
14647,Monroe
14649,Monroe
14650,Monroe
14651,Monroe
14652,Monroe
14653,Monroe
14664,Monroe
14673,Monroe
14683,Monroe
14692,Monroe
14694,Monroe
14701,Chautauqua
14702,Chautauqua
14706,Cattaraugus
14707,Allegany
14708,Allegany
14709,Allegany
14710,Chautauqua
14711,Allegany
14712,Chautauqua
14714,Allegany
14715,Allegany
14716,Chautauqua
14717,Allegany
14718,Chautauqua
14719,Cattaraugus
14720,Chautauqua
14721,Allegany
14722,Chautauqua
14723,Chautauqua
14724,Chautauqua
14726,Cattaraugus
14727,Allegany
14728,Chautauqua
14729,Cattaraugus
14730,Cattaraugus
14731,Cattaraugus
14732,Chautauqua
14733,Chautauqua
14735,Allegany
14736,Chautauqua
14737,Cattaraugus
14738,Chautauqua
14739,Allegany
14740,Chautauqua
14741,Cattaraugus
14742,Chautauqua
14743,Cattaraugus
14744,Allegany
14745,Allegany
14747,Chautauqua
14748,Cattaraugus
14750,Chautauqua
14751,Cattaraugus
14752,Chautauqua
14753,Cattaraugus
14754,Allegany
14755,Cattaraugus
14756,Chautauqua
14757,Chautauqua
14758,Chautauqua
14760,Cattaraugus
14766,Cattaraugus
14767,Chautauqua
14769,Chautauqua
14770,Cattaraugus
14772,Cattaraugus
14774,Allegany
14775,Chautauqua
14777,Allegany
14778,Cattaraugus
14779,Cattaraugus
14781,Chautauqua
14782,Chautauqua
14783,Cattaraugus
14784,Chautauqua
14785,Chautauqua
14786,Allegany
14787,Chautauqua
14788,Cattaraugus
14801,Steuben
14802,Allegany
14803,Allegany
14804,Allegany
14805,Schuyler
14806,Allegany
14807,Steuben
14808,Steuben
14809,Steuben
14810,Steuben
14812,Schuyler
14813,Allegany
14814,Chemung
14815,Schuyler
14816,Chemung
14817,Tompkins
14818,Schuyler
14819,Steuben
14820,Steuben
14821,Steuben
14822,Allegany
14823,Steuben
14824,Schuyler
14825,Chemung
14826,Steuben
14827,Steuben
14830,Steuben
14831,Steuben
14836,Livingston
14837,Yates
14838,Chemung
14839,Steuben
14840,Steuben
14841,Schuyler
14842,Yates
14843,Steuben
14845,Chemung
14846,Livingston
14847,Seneca
14850,Tompkins
14851,Tompkins
14852,Tompkins
14853,Tompkins
14854,Tompkins
14855,Steuben
14856,Steuben
14857,Yates
14858,Steuben
14859,Tioga
14860,Seneca
14861,Chemung
14863,Schuyler
14864,Chemung
14865,Schuyler
14867,Tompkins
14869,Schuyler
14870,Steuben
14871,Chemung
14872,Chemung
14873,Steuben
14874,Steuben
14876,Schuyler
14877,Steuben
14878,Schuyler
14879,Steuben
14880,Allegany
14881,Tompkins
14882,Tompkins
14883,Tioga
14884,Allegany
14885,Steuben
14886,Tompkins
14887,Schuyler
14889,Chemung
14891,Schuyler
14892,Tioga
14893,Schuyler
14894,Chemung
14895,Allegany
14897,Allegany
14898,Steuben
14901,Chemung
14902,Chemung
14903,Chemung
14904,Chemung
14905,Chemung
14925,Chemung
7001,Middlesex
7002,Hudson
7003,Essex
7004,Essex
7005,Morris
7006,Essex
7007,Essex
7008,Middlesex
7009,Essex
7010,Bergen
7011,Passaic
7012,Passaic
7013,Passaic
7014,Passaic
7015,Passaic
7016,Union
7017,Essex
7018,Essex
7019,Essex
7020,Bergen
7021,Essex
7022,Bergen
7023,Union
7024,Bergen
7026,Bergen
7027,Union
7028,Essex
7029,Hudson
7030,Hudson
7031,Bergen
7032,Hudson
7033,Union
7034,Morris
7035,Morris
7036,Union
7039,Essex
7040,Essex
7041,Essex
7042,Essex
7043,Essex
7044,Essex
7045,Morris
7046,Morris
7047,Hudson
7050,Essex
7051,Essex
7052,Essex
7054,Morris
7055,Passaic
7057,Bergen
7058,Morris
7059,Somerset
7060,Union
7061,Union
7062,Union
7063,Union
7064,Middlesex
7065,Union
7066,Union
7067,Middlesex
7068,Essex
7069,Somerset
7070,Bergen
7071,Bergen
7072,Bergen
7073,Bergen
7074,Bergen
7075,Bergen
7076,Union
7077,Middlesex
7078,Essex
7079,Essex
7080,Middlesex
7081,Union
7082,Morris
7083,Union
7086,Hudson
7087,Hudson
7088,Union
7090,Union
7091,Union
7092,Union
7093,Hudson
7094,Hudson
7095,Middlesex
7096,Hudson
7097,Hudson
7099,Hudson
7101,Essex
7102,Essex
7103,Essex
7104,Essex
7105,Essex
7106,Essex
7107,Essex
7108,Essex
7109,Essex
7110,Essex
7111,Essex
7112,Essex
7114,Essex
7175,Essex
7182,Essex
7184,Essex
7188,Essex
7189,Essex
7191,Essex
7192,Essex
7193,Essex
7194,Essex
7195,Essex
7198,Essex
7199,Essex
7201,Union
7202,Union
7203,Union
7204,Union
7205,Union
7206,Union
7207,Union
7208,Union
7302,Hudson
7303,Hudson
7304,Hudson
7305,Hudson
7306,Hudson
7307,Hudson
7308,Hudson
7309,Hudson
7310,Hudson
7311,Hudson
7395,Hudson
7399,Hudson
7401,Bergen
7403,Passaic
7405,Morris
7407,Bergen
7410,Bergen
7416,Sussex
7417,Bergen
7418,Sussex
7419,Sussex
7420,Passaic
7421,Passaic
7422,Sussex
7423,Bergen
7424,Passaic
7428,Sussex
7430,Bergen
7432,Bergen
7435,Passaic
7436,Bergen
7438,Passaic
7439,Sussex
7440,Morris
7442,Passaic
7444,Morris
7446,Bergen
7450,Bergen
7451,Bergen
7452,Bergen
7456,Passaic
7457,Morris
7458,Bergen
7460,Sussex
7461,Sussex
7462,Sussex
7463,Bergen
7465,Passaic
7470,Passaic
7474,Passaic
7477,Passaic
7480,Passaic
7481,Bergen
7495,Bergen
7501,Passaic
7502,Passaic
7503,Passaic
7504,Passaic
7505,Passaic
7506,Passaic
7507,Passaic
7508,Passaic
7509,Passaic
7510,Passaic
7511,Passaic
7512,Passaic
7513,Passaic
7514,Passaic
7522,Passaic
7524,Passaic
7533,Passaic
7538,Passaic
7543,Passaic
7544,Passaic
7601,Bergen
7602,Bergen
7603,Bergen
7604,Bergen
7605,Bergen
7606,Bergen
7607,Bergen
7608,Bergen
7620,Bergen
7621,Bergen
7624,Bergen
7626,Bergen
7627,Bergen
7628,Bergen
7630,Bergen
7631,Bergen
7632,Bergen
7640,Bergen
7641,Bergen
7642,Bergen
7643,Bergen
7644,Bergen
7645,Bergen
7646,Bergen
7647,Bergen
7648,Bergen
7649,Bergen
7650,Bergen
7652,Bergen
7653,Bergen
7656,Bergen
7657,Bergen
7660,Bergen
7661,Bergen
7662,Bergen
7663,Bergen
7666,Bergen
7670,Bergen
7675,Bergen
7676,Bergen
7677,Bergen
7699,Bergen
7701,Monmouth
7702,Monmouth
7703,Monmouth
7704,Monmouth
7709,Monmouth
7710,Monmouth
7711,Monmouth
7712,Monmouth
7715,Monmouth
7716,Monmouth
7717,Monmouth
7718,Monmouth
7719,Monmouth
7720,Monmouth
7721,Monmouth
7722,Monmouth
7723,Monmouth
7724,Monmouth
7726,Monmouth
7727,Monmouth
7728,Monmouth
7730,Monmouth
7731,Monmouth
7732,Monmouth
7733,Monmouth
7734,Monmouth
7735,Monmouth
7737,Monmouth
7738,Monmouth
7739,Monmouth
7740,Monmouth
7746,Monmouth
7747,Monmouth
7748,Monmouth
7750,Monmouth
7751,Monmouth
7752,Monmouth
7753,Monmouth
7754,Monmouth
7755,Monmouth
7756,Monmouth
7757,Monmouth
7758,Monmouth
7760,Monmouth
7762,Monmouth
7763,Monmouth
7764,Monmouth
7765,Monmouth
7777,Monmouth
7799,Monmouth
7801,Morris
7802,Morris
7803,Morris
7806,Morris
7820,Warren
7821,Sussex
7822,Sussex
7823,Warren
7825,Warren
7826,Sussex
7827,Sussex
7828,Morris
7829,Warren
7830,Hunterdon
7831,Warren
7832,Warren
7833,Warren
7834,Morris
7836,Morris
7837,Sussex
7838,Warren
7839,Sussex
7840,Warren
7842,Morris
7843,Sussex
7844,Warren
7845,Morris
7846,Warren
7847,Morris
7848,Sussex
7849,Morris
7850,Morris
7851,Sussex
7852,Morris
7853,Morris
7855,Sussex
7856,Morris
7857,Morris
7860,Sussex
7863,Warren
7865,Warren
7866,Morris
7869,Morris
7870,Morris
7871,Sussex
7874,Sussex
7875,Sussex
7876,Morris
7877,Sussex
7878,Morris
7879,Sussex
7880,Warren
7881,Sussex
7882,Warren
7885,Morris
7890,Sussex
7901,Union
7902,Union
7920,Somerset
7921,Somerset
7922,Union
7924,Somerset
7926,Morris
7927,Morris
7928,Morris
7930,Morris
7931,Somerset
7932,Morris
7933,Morris
7934,Somerset
7935,Morris
7936,Morris
7938,Somerset
7939,Somerset
7940,Morris
7945,Morris
7946,Morris
7950,Morris
7950,Morris
7960,Morris
7961,Morris
7962,Morris
7963,Morris
7970,Morris
7974,Union
7976,Morris
7977,Somerset
7978,Somerset
7979,Hunterdon
7980,Morris
7981,Morris
7983,Morris
7999,Morris
8001,Salem
8002,Camden
8003,Camden
8004,Camden
8005,Ocean
8006,Ocean
8007,Camden
8008,Ocean
8009,Camden
8010,Burlington
8011,Burlington
8012,Camden
8014,Gloucester
8015,Burlington
8016,Burlington
8018,Camden
8019,Burlington
8020,Gloucester
8021,Camden
8022,Burlington
8023,Salem
8025,Gloucester
8026,Camden
8027,Gloucester
8028,Gloucester
8029,Camden
8030,Camden
8031,Camden
8032,Gloucester
8033,Camden
8034,Camden
8035,Camden
8036,Burlington
8037,Atlantic
8038,Salem
8039,Gloucester
8041,Burlington
8042,Burlington
8043,Camden
8045,Camden
8046,Burlington
8048,Burlington
8049,Camden
8050,Ocean
8051,Gloucester
8052,Burlington
8053,Burlington
8054,Burlington
8055,Burlington
8056,Gloucester
8057,Burlington
8059,Camden
8060,Burlington
8061,Gloucester
8062,Gloucester
8063,Gloucester
8064,Burlington
8065,Burlington
8066,Gloucester
8067,Salem
8068,Burlington
8069,Salem
8070,Salem
8071,Gloucester
8072,Salem
8073,Burlington
8074,Gloucester
8075,Burlington
8076,Burlington
8077,Burlington
8078,Camden
8079,Salem
8080,Gloucester
8081,Camden
8083,Camden
8084,Camden
8085,Gloucester
8086,Gloucester
8087,Ocean
8088,Burlington
8089,Camden
8090,Gloucester
8091,Camden
8092,Ocean
8093,Gloucester
8094,Gloucester
8095,Camden
8096,Gloucester
8096,Gloucester
8097,Gloucester
8098,Salem
8099,Camden
8101,Camden
8102,Camden
8103,Camden
8104,Camden
8104,Camden
8105,Camden
8106,Camden
8107,Camden
8107,Camden
8108,Camden
8108,Camden
8109,Camden
8110,Camden
8201,Atlantic
8202,Cape May
8203,Atlantic
8204,Cape May
8205,Atlantic
8210,Cape May
8212,Cape May
8213,Atlantic
8214,Cape May
8215,Atlantic
8217,Atlantic
8218,Cape May
8219,Cape May
8220,Atlantic
8221,Atlantic
8223,Cape May
8224,Burlington
8225,Atlantic
8226,Cape May
8230,Cape May
8231,Atlantic
8232,Atlantic
8234,Atlantic
8240,Atlantic
8241,Atlantic
8242,Cape May
8243,Cape May
8244,Atlantic
8245,Cape May
8246,Cape May
8247,Cape May
8248,Cape May
8250,Cape May
8251,Cape May
8252,Cape May
8260,Cape May
8270,Cape May
8302,Cumberland
8310,Atlantic
8311,Cumberland
8312,Gloucester
8313,Cumberland
8314,Cumberland
8315,Cumberland
8316,Cumberland
8317,Atlantic
8318,Salem
8319,Atlantic
8320,Cumberland
8321,Cumberland
8322,Gloucester
8323,Cumberland
8324,Cumberland
8326,Atlantic
8327,Cumberland
8328,Gloucester
8329,Cumberland
8330,Atlantic
8332,Cumberland
8340,Atlantic
8341,Atlantic
8342,Atlantic
8343,Salem
8344,Gloucester
8345,Cumberland
8346,Atlantic
8347,Salem
8348,Cumberland
8349,Cumberland
8350,Atlantic
8352,Cumberland
8353,Cumberland
8360,Cumberland
8361,Cumberland
8362,Cumberland
8401,Atlantic
8402,Atlantic
8403,Atlantic
8404,Atlantic
8405,Atlantic
8406,Atlantic
8501,Monmouth
8502,Somerset
8504,Somerset
8505,Burlington
8510,Monmouth
8511,Burlington
8512,Middlesex
8514,Monmouth
8515,Burlington
8518,Burlington
8520,Mercer
8525,Mercer
8526,Monmouth
8527,Ocean
8528,Somerset
8530,Hunterdon
8533,Ocean
8534,Mercer
8535,Monmouth
8536,Middlesex
8540,Mercer
8541,Mercer
8542,Mercer
8543,Mercer
8544,Mercer
8550,Mercer
8551,Hunterdon
8553,Somerset
8554,Burlington
8555,Monmouth
8556,Hunterdon
8557,Hunterdon
8558,Somerset
8559,Hunterdon
8560,Mercer
8561,Mercer
8562,Burlington
8601,Mercer
8602,Mercer
8603,Mercer
8604,Mercer
8605,Mercer
8606,Mercer
8607,Mercer
8608,Mercer
8609,Mercer
8610,Mercer
8611,Mercer
8618,Mercer
8619,Mercer
8620,Mercer
8625,Mercer
8628,Mercer
8629,Mercer
8638,Mercer
8640,Burlington
8641,Burlington
8645,Mercer
8646,Mercer
8647,Mercer
8648,Mercer
8650,Mercer
8666,Mercer
8677,Mercer
8690,Mercer
8691,Mercer
8695,Mercer
8701,Ocean
8720,Monmouth
8721,Ocean
8722,Ocean
8723,Ocean
8724,Ocean
8730,Monmouth
8731,Ocean
8732,Ocean
8733,Ocean
8734,Ocean
8735,Ocean
8736,Monmouth
8738,Ocean
8739,Ocean
8740,Ocean
8741,Ocean
8742,Ocean
8750,Monmouth
8751,Ocean
8752,Ocean
8753,Ocean
8754,Ocean
8755,Ocean
8756,Ocean
8757,Ocean
8758,Ocean
8759,Ocean
8801,Hunterdon
8802,Hunterdon
8803,Hunterdon
8804,Hunterdon
8805,Somerset
8807,Somerset
8808,Warren
8809,Hunterdon
8810,Middlesex
8812,Middlesex
8816,Middlesex
8817,Middlesex
8818,Middlesex
8820,Middlesex
8821,Somerset
8822,Hunterdon
8823,Somerset
8824,Middlesex
8825,Hunterdon
8826,Hunterdon
8827,Hunterdon
8828,Middlesex
8829,Hunterdon
8830,Middlesex
8831,Middlesex
8832,Middlesex
8833,Hunterdon
8834,Hunterdon
8835,Somerset
8836,Somerset
8837,Middlesex
8840,Middlesex
8844,Somerset
8846,Middlesex
8848,Hunterdon
8850,Middlesex
8852,Middlesex
8853,Somerset
8854,Middlesex
8855,Middlesex
8857,Middlesex
8858,Hunterdon
8859,Middlesex
8861,Middlesex
8862,Middlesex
8863,Middlesex
8865,Warren
8867,Hunterdon
8868,Hunterdon
8869,Somerset
8870,Hunterdon
8871,Middlesex
8872,Middlesex
8873,Somerset
8875,Somerset
8876,Somerset
8879,Middlesex
8880,Somerset
8882,Middlesex
8884,Middlesex
8885,Hunterdon
8886,Warren
8887,Hunterdon
8888,Hunterdon
8889,Hunterdon
8890,Somerset
8896,Somerset
8899,Middlesex
8901,Middlesex
8902,Middlesex
8903,Middlesex
8904,Middlesex
8905,Middlesex
8906,Middlesex
8922,Middlesex
8933,Middlesex
8988,Middlesex
8989,Middlesex
